id,Will_Buy_EV
668665,0.004951200770027928
668666,0.0316869502410494
668667,0.005778976529079919
668668,0.0027066921047294063
668669,0.022720938312971936
668670,0.0028966575251683584
668671,0.4101788927775106
668672,0.00011457090124371693
668673,0.6793130024634647
668674,0.006174996018948336
668675,0.3355580118266784
668676,0.5083179633975724
668677,0.012826492564839642
668678,0.4623151049052441
668679,0.03381510054598836
668680,0.13113450109414054
668681,0.0031525708920080325
668682,3.2638773618325814e-05
668683,0.16658381407968356
668684,0.0942361402206108
668685,0.00027758873333468085
668686,0.0005365321582810945
668687,0.005011201242467184
668688,0.691951514043612
668689,1.035111441847588e-05
668690,0.01960664176023451
668691,0.0017894589224066054
668692,0.0040832124431778435
668693,0.1623557051912333
668694,0.674482226662714
668695,0.025505585476555584
668696,0.1406403611419012
668697,0.13895228763038178
668698,0.00015393432063028612
668699,0.1141896956581823
668700,0.0026953698063175813
668701,0.45558466949987614
668702,0.8968702709532311
668703,0.48183753155914744
668704,0.0003609710103827941
668705,0.004779669273790658
668706,0.0014207319147455345
668707,0.00029013246368577957
668708,0.0006346253852176608
668709,0.11924633659631906
668710,0.03850430071282461
668711,0.4150769077438489
668712,4.236101833824377e-05
668713,0.515697749477069
668714,0.0002586812111980292
668715,0.7293396205530691
668716,0.4417041688562489
668717,0.6200506271198089
668718,0.04087523813869869
668719,7.240684830894364e-05
668720,0.915713764163317
668721,0.9358091303890491
668722,0.7464149693335724
668723,0.0010530531586474786
668724,0.3937602650734545
668725,0.6772633459352085
668726,0.6701111810020202
668727,0.12359468017701698
668728,0.1404459171599801
668729,6.205708778594666e-05
668730,5.896213610076572e-05
668731,0.7398942075742
668732,0.014438751844720854
668733,0.01876554727836306
668734,0.011113932788562332
668735,0.0003108301952517463
668736,0.0033844154431505197
668737,0.009356339155973368
668738,0.734633471049548
668739,0.8989772104013197
668740,0.0002645920741040632
668741,0.0696601944355522
668742,0.009270107688988132
668743,0.011863629126437736
668744,0.00044326933714108305
668745,0.20049809139364783
668746,0.00013745553902369322
668747,0.10433738699356715
668748,0.13893536048225164
668749,0.17189931340479314
668750,0.05460966384406796
668751,0.05590324979578405
668752,0.00011057571151609998
668753,0.020897976151682478
668754,0.019573435645796555
668755,0.038216927916943366
668756,0.09431180434140099
668757,7.885945305424956e-05
668758,0.14319728802163265
668759,0.04801619572364633
668760,0.009629203525921745
668761,0.00022706993927305014
668762,0.019860435239836896
668763,0.15525328358448393
668764,0.7427202830105013
668765,0.0005576865024299171
668766,0.04772142622361128
668767,0.009705190093143107
668768,0.005514492948058076
668769,0.1162434326887973
668770,0.08229685678179269
668771,0.004600893400121038
668772,0.7635415886299799
668773,0.010291481098750187
668774,6.000771072565367e-05
668775,0.10902670707654359
668776,0.37585964580996545
668777,0.01347144273172869
668778,5.235463932597693e-05
668779,0.5393136903187248
668780,0.2999424750611558
668781,0.036521901355305836
668782,0.0739622817462645
668783,0.00027444163667524735
668784,0.0769023426926012
668785,0.27380334738203066
668786,0.7762142189571359
668787,0.009985785032549403
668788,0.011270462688953013
668789,0.00880964451950444
668790,0.4406654603271427
668791,0.9297011897645393
668792,0.16547158226316652
668793,0.02147866884484535
668794,0.00028393572687524627
668795,0.08217440492845242
668796,0.3700348189797532
668797,0.011514569923545973
668798,0.04036283088811162
668799,0.011886163348542244
668800,0.0010954209567483172
668801,0.00010934943014021544
668802,0.03188410565627341
668803,0.850717851946575
668804,0.03933364634025955
668805,0.012332874566318505
668806,0.02241008218927114
668807,0.24160223992158325
668808,0.6716252670438575
668809,0.7719599581433877
668810,6.752621859207972e-05
668811,0.0007669557380456905
668812,0.010222768858226596
668813,0.0029459628334402594
668814,0.705494457275471
668815,0.0023177302691975788
668816,0.7790670379689745
668817,0.024971484545533374
668818,0.046074368841737906
668819,0.008468985296157758
668820,6.05288625533596e-05
668821,0.7672932298039861
668822,0.3994019870933138
668823,3.366832447892693e-05
668824,0.3357607940965052
668825,0.0019638457842971174
668826,0.2916965880198322
668827,0.4247311830243974
668828,0.07068150945759256
668829,0.00035223932812198863
668830,0.3864921777994291
668831,0.023769353907124438
668832,0.5249896585357541
668833,0.792441971106994
668834,0.6954966539370662
668835,0.0002735087117566155
668836,0.001579496045794826
668837,0.01124311822538117
668838,0.0005086896885821075
668839,0.688454337465348
668840,0.43416401035531665
668841,0.8326359505601608
668842,0.10229992787113122
668843,0.0833289775944182
668844,0.003911022805385706
668845,0.00027931524195846995
668846,0.6583990638113718
668847,0.14874776542688917
668848,0.0019056158925586893
668849,0.4242138586273973
668850,0.00011072971581350641
668851,0.025061107445371926
668852,0.001610337766855203
668853,0.22249432371120623
668854,0.2405087452561223
668855,0.7526961862535291
668856,6.296889334851731e-05
668857,0.00740379787949717
668858,0.39112813598906077
